NAME_1,NAME_2,NAME_3,very low,low,medium,high
Chiang Mai,K. Mae On,Huai Kaeo,3113,90,73,114
Chiang Mai,K. Mae On,Mae Tha,5396,154,82,66
Chiang Mai,K. Mae On,On Nuea,9183,225,125,140
Chiang Mai,K. Mae On,Tha Nuea,2338,88,48,54
Chiang Mai,Mae Ai,Ban Luang,6255,187,165,225
Chiang Mai,Mae Ai,Mae Na Wang,3021,86,52,82
Chiang Mai,Mae Ai,Mae Sao,18,0,0,0
Chiang Mai,Mae Ai,San Ton Mue,6421,257,120,146
Chiang Mai,Mae Chaem,Ban Chan,3697,72,71,123
Chiang Mai,Mae Chaem,Chang Khoeng,42,2,3,7
Chiang Mai,Mae Chaem,Mae Na Chon,8264,206,165,258
Chiang Mai,Mae Chaem,Tha Pha,534,13,21,25
Chiang Mai,Mae Rim,Don Kaeo,18340,369,117,60
Chiang Mai,Mae Rim,Huai Sai,8508,142,74,28
Chiang Mai,Mae Rim,Khilek,9958,219,60,49
Chiang Mai,Mae Rim,Mae Raem,15449,347,148,110
Chiang Mai,Mae Rim,Mae Sa,7159,136,64,66
Chiang Mai,Mae Rim,Mueang Kaeo,16389,238,78,33
Chiang Mai,Mae Rim,Pong Yaeng,12735,245,133,132
Chiang Mai,Mae Rim,Rim Nuea,12844,262,121,80
Chiang Mai,Mae Rim,Saluang,7795,190,97,85
Chiang Mai,Mae Rim,San Pong,14222,282,53,22
Chiang Mai,Mae Taeng,Ban Chang,4238,138,29,25
Chiang Mai,Mae Taeng,Ban Pao,5298,42,10,3
Chiang Mai,Mae Taeng,Cho Lae,2594,54,1,6
Chiang Mai,Mae Taeng,Khilek,13576,199,132,87
Chiang Mai,Mae Taeng,Kuet Chang,8441,229,80,69
Chiang Mai,Mae Taeng,Mae Ho Phra,7233,85,40,13
Chiang Mai,Mae Taeng,Mae Taeng,8808,96,42,32
Chiang Mai,Mae Taeng,NA,22103,319,111,60
Chiang Mai,Mae Taeng,Pa Pae,6695,217,104,67
Chiang Mai,Mae Taeng,San Maha Phon,8835,209,70,74
Chiang Mai,Mae Taeng,San Pa Yang,4010,56,29,36
Chiang Mai,Mae Taeng,Sop Poeng,11620,211,93,93
Chiang Mai,Mae Wang,Ban Kat,20662,370,224,206
Chiang Mai,Mae Wang,Mae Win,19867,465,300,365
Chiang Mai,Mae Wang,Thung Pi,10518,353,189,147
Chiang Mai,Muang Chiang Mai,Chang Phueak,7551,237,41,3
Chiang Mai,Muang Chiang Mai,Haiya,7269,157,73,58
Chiang Mai,Muang Chiang Mai,Mae Hia,12762,304,120,61
Chiang Mai,Muang Chiang Mai,NA,76566,1752,633,372
Chiang Mai,Muang Chiang Mai,Nong Hoi,8610,154,36,46
Chiang Mai,Muang Chiang Mai,Nong Pa Khrang,8467,200,58,45
Chiang Mai,Muang Chiang Mai,Pa Daet,21806,321,67,67
Chiang Mai,Muang Chiang Mai,Phra Sing,3918,159,34,22
Chiang Mai,Muang Chiang Mai,Suthep,23395,405,149,98
Chiang Mai,Muang Chiang Mai,Tha Sala,12901,206,62,33
Chiang Mai,Phrao,Ban Pong,4771,76,24,17
Chiang Mai,Phrao,Khuean Phak,6069,119,72,74
Chiang Mai,Phrao,Long Khot,6671,107,60,46
Chiang Mai,Phrao,Mae Pang,7860,214,82,108
Chiang Mai,Phrao,Nam Phrae,4205,77,13,10
Chiang Mai,Phrao,Pa Nai,4748,119,32,37
Chiang Mai,Phrao,Pa Tum,6732,177,135,85
Chiang Mai,Phrao,San Sai,14948,249,71,40
Chiang Mai,Phrao,Thung Luang,1853,76,40,33
Chiang Mai,Phrao,Wiang,3177,130,46,39
Chiang Mai,Samoeng,Bo Kaeo,9608,158,113,144
Chiang Mai,Samoeng,Mae Sap,5907,117,88,95
Chiang Mai,Samoeng,Samoeng Nuea,5713,166,72,99
Chiang Mai,Samoeng,Samoeng Tai,9585,204,115,112
Chiang Mai,Samoeng,Yang Moen,5971,200,140,140
Chiang Mai,San Kamphaeng,Buak Khang,8853,181,89,54
Chiang Mai,San Kamphaeng,Chae Chang,7544,292,136,129
Chiang Mai,San Kamphaeng,Huai Sai,9170,138,69,74
Chiang Mai,San Kamphaeng,On Tai,36648,1137,419,342
Chiang Mai,San Kamphaeng,Rong Wua Daeng,7475,184,85,52
Chiang Mai,San Kamphaeng,San Kamphaeng,18922,531,227,157
Chiang Mai,San Kamphaeng,San Klang,9026,153,41,26
Chiang Mai,San Pa Tong,Ban Klang,12232,246,114,137
Chiang Mai,San Pa Tong,Ban Mae,10834,195,93,103
Chiang Mai,San Pa Tong,Mae Ka,10586,174,98,54
Chiang Mai,San Pa Tong,Makham Luang,14377,296,73,76
Chiang Mai,San Pa Tong,San Klang,15499,369,193,116
Chiang Mai,San Pa Tong,Tha Wang Phrao,3237,72,18,18
Chiang Mai,San Pa Tong,Thung Satok,7417,183,79,72
Chiang Mai,San Pa Tong,Thung Tom,8182,173,112,76
Chiang Mai,San Pa Tong,Yu Wa,16791,479,225,162
Chiang Mai,San Sai,Mae Faek,13416,207,63,33
Chiang Mai,San Sai,Mae Faek Mai,15618,333,106,55
Chiang Mai,San Sai,Mueang Len,6772,132,53,71
Chiang Mai,San Sai,NA,49873,1077,450,277
Chiang Mai,San Sai,Nong Chom,19724,406,114,74
Chiang Mai,San Sai,Nong Han,32941,546,166,101
Chiang Mai,San Sai,Nong Yaeng,6687,185,71,50
Chiang Mai,San Sai,Pa Phai,20461,291,117,94
Chiang Mai,Saraphi,Chai Sathan,7510,189,73,80
Chiang Mai,Saraphi,Chomphu,8667,124,24,18
Chiang Mai,Saraphi,Don Kaeo,22234,309,98,62
Chiang Mai,Saraphi,Khua Mung,7019,67,37,39
Chiang Mai,Saraphi,Nong Faek,9645,167,35,7
Chiang Mai,Saraphi,Nong Phueng,16105,355,120,55
Chiang Mai,Saraphi,Pa Bong,6584,110,53,27
Chiang Mai,Saraphi,Saraphi,6537,76,36,12
Chiang Mai,Saraphi,Tha Kwang,3589,42,13,7
Chiang Mai,Saraphi,Tha Wang Tan,15216,198,50,44
Chiang Mai,Wiang Haeng,Mueang Haeng,13234,368,234,303
Chiang Mai,Wiang Haeng,Piang Luang,19704,278,149,190
Chiang Rai,Chiang Khong,Bun Rueang,5061,98,49,66
Chiang Rai,Chiang Khong,Huai So,5515,194,99,83
Chiang Rai,Chiang Khong,Khrueng,3905,77,40,50
Chiang Rai,K. Wieng Chiang,Dong Maha Wan,24435,734,359,364
Chiang Rai,Khun Tan,Pa Tan,6307,228,151,147
Chiang Rai,Khun Tan,Ta,11270,339,152,151
Chiang Rai,Khun Tan,Yang Hom,8328,205,133,97
Chiang Rai,Mae Fa Luang,NA,29,0,2,3
Chiang Rai,Mae Lao,Bua Sali,6951,172,91,73
Chiang Rai,Mae Lao,Chom Mok Kaeo,8331,224,112,170
Chiang Rai,Mae Lao,Dong Mada,13760,408,209,179
Chiang Rai,Mae Lao,NA,5811,184,95,103
Chiang Rai,Mae Lao,Pa Ko Dam,8956,255,118,109
Chiang Rai,Mae Suai,Mae Phrik,5942,120,59,58
Chiang Rai,Mae Suai,Mae Suai,8122,303,207,184
Chiang Rai,Mae Suai,Pa Daet,10391,343,179,181
Chiang Rai,Mae Suai,Si Thoi,10485,318,148,101
Chiang Rai,Mae Suai,Tha Ko,11746,321,133,162
Chiang Rai,Mae Suai,Wawi,19518,471,248,225
Chiang Rai,Muang Chiang Rai,Ban Du,27588,693,314,220
Chiang Rai,Muang Chiang Rai,Don Lan,11852,257,124,87
Chiang Rai,Muang Chiang Rai,Huai Chomphu,11252,279,174,131
Chiang Rai,Muang Chiang Rai,Huai Sak,25352,444,241,200
Chiang Rai,Muang Chiang Rai,Mae Khao Tom,28625,633,317,244
Chiang Rai,Muang Chiang Rai,Mae Kon,15539,376,187,115
Chiang Rai,Muang Chiang Rai,Mae Yao,20814,557,221,158
Chiang Rai,Muang Chiang Rai,Nang Lae,54732,1485,727,583
Chiang Rai,Muang Chiang Rai,Rim Kok,55434,1584,656,469
Chiang Rai,Muang Chiang Rai,San Sai,14971,387,166,150
Chiang Rai,Muang Chiang Rai,Tha Sai,9456,199,73,39
Chiang Rai,Pa Daet,NA,6517,89,50,32
Chiang Rai,Pa Daet,Pa Daet,6070,233,139,103
Chiang Rai,Pa Daet,Pa Ngae,8563,255,112,108
Chiang Rai,Pa Daet,San Makha,3547,76,47,22
Chiang Rai,Phan,Charoen Mueang,8227,183,82,66
Chiang Rai,Phan,Doi Ngam,6241,140,50,56
Chiang Rai,Phan,Hua Ngom,7235,214,80,95
Chiang Rai,Phan,Mae O,13417,230,91,49
Chiang Rai,Phan,Muang Kham,7585,148,34,20
Chiang Rai,Phan,Mueang Phan,13651,459,208,173
Chiang Rai,Phan,NA,30064,644,306,319
Chiang Rai,Phan,Pa Hung,9067,204,92,104
Chiang Rai,Phan,San Klang,10528,404,139,126
Chiang Rai,Phan,San Makhet,11163,207,67,57
Chiang Rai,Phan,Santi Suk,4673,155,59,64
Chiang Rai,Phan,Than Thong,5531,188,124,88
Chiang Rai,Phaya Mengrai,Mae Pao,7998,196,107,119
Chiang Rai,Phaya Mengrai,Mae Tam,8157,329,121,101
Chiang Rai,Phaya Mengrai,Mai Ya,11491,294,141,148
Chiang Rai,Phaya Mengrai,Mengrai,14119,271,142,151
Chiang Rai,Thoeng,Mae Loi,6636,162,67,62
Chiang Rai,Thoeng,Ngao,9426,253,139,85
Chiang Rai,Thoeng,Plong,8962,312,235,229
Chiang Rai,Thoeng,San Sai Ngam,3261,259,137,187
Chiang Rai,Thoeng,Si Don Chai,5266,120,77,52
Chiang Rai,Thoeng,Tap Tao,30191,796,431,379
Chiang Rai,Thoeng,Wiang,12926,411,172,192
Chiang Rai,Wiang Chai,Don Sila,10971,411,235,228
Chiang Rai,Wiang Chai,Pha Ngam,11022,279,162,120
Chiang Rai,Wiang Chai,Wiang Chai,20379,506,227,185
Chiang Rai,Wiang Chai,Wiang Nuea,16522,355,155,138
Chiang Rai,Wiang Pa Pao,Ban Pong,6500,112,69,68
Chiang Rai,Wiang Pa Pao,Mae Chedi,8929,306,185,145
Chiang Rai,Wiang Pa Pao,Mae Chedi Mai,9878,207,115,110
Chiang Rai,Wiang Pa Pao,Pa Ngio,8261,183,68,77
Chiang Rai,Wiang Pa Pao,San Sali,17703,581,323,319
Chiang Rai,Wiang Pa Pao,Wiang,9527,218,71,56
Chiang Rai,Wiang Pa Pao,Wiang Kalong,8784,312,162,192
Chiang Rai,Wieng Kaen,Po,17250,379,271,335
Chiang Rai,Wieng Kaen,Tha Kham,4529,39,31,35
Lampang,Chae Hom,Ban Sa,5645,140,64,83
Lampang,Chae Hom,Chae Hom,13856,454,265,244
Lampang,Chae Hom,Mae Suk,6488,239,148,149
Lampang,Chae Hom,Mueang Mai,3449,41,26,28
Lampang,Chae Hom,Pong Don,4625,135,76,76
Lampang,Chae Hom,Thung Phueng,4685,94,64,92
Lampang,Hang Chat,Mae San,20,0,0,0
Lampang,Hang Chat,Wiang Tan,744,32,15,21
Lampang,Hang Chat,Wo Kaeo,405,3,0,4
Lampang,Mae Mo,Ban Dong,1073,17,19,3
Lampang,Mae Mo,Chang Nuea,146,0,0,0
Lampang,Muang Lampang,Ban Kha,6117,119,68,55
Lampang,Muang Lampang,Ban Laeng,5135,153,58,68
Lampang,Muang Lampang,Ban Ueam,7147,156,127,175
Lampang,Muang Lampang,Thung Fai,419,6,1,2
Lampang,Mueang Pan,Ban Kho,8636,108,58,39
Lampang,Mueang Pan,Mueang Pan,5979,132,68,74
Lampang,Mueang Pan,NA,11032,220,154,113
Lampang,Mueang Pan,Thung Kwao,8370,128,67,88
Lampang,Ngao,Ban Huat,3221,59,22,10
Lampang,Ngao,Ban On,4478,88,46,50
Lampang,Ngao,Ban Pong,5141,80,25,26
Lampang,Ngao,Ban Rong,6018,47,16,21
Lampang,Ngao,Luang Nuea,3359,85,61,35
Lampang,Ngao,Luang Tai,5393,62,22,27
Lampang,Ngao,Mae Tip,3421,99,36,34
Lampang,Ngao,Na Kae,8279,148,40,45
Lampang,Ngao,Pong Tao,6529,149,60,44
Lampang,Wang Nua,NA,22823,676,338,362
Lampang,Wang Nua,Rong Kho,10462,186,102,110
Lampang,Wang Nua,Wang Nuea,5523,199,101,95
Lamphun,Ban Hong,Ban Hong,9048,206,120,100
Lamphun,Ban Hong,Lao Yao,9394,293,120,124
Lamphun,Ban Hong,Nong Pla Sawai,8255,181,90,95
Lamphun,Ban Hong,Si Tia,9938,373,210,191
Lamphun,Ban Thi,Ban Thi,12564,238,131,89
Lamphun,Ban Thi,Huai Yap,12595,290,114,113
Lamphun,K. Wiang Nong Long,NA,13471,445,259,227
Lamphun,K. Wiang Nong Long,Nong Long,6810,225,171,137
Lamphun,Mae Tha,Tha Kat,6136,74,2,12
Lamphun,Mae Tha,Tha Khum Ngoen,7537,54,12,21
Lamphun,Mae Tha,Tha Pla Duk,8579,213,119,100
Lamphun,Mae Tha,Tha Sop Sao,13934,258,82,41
Lamphun,Mae Tha,Tha Thung Lang,7071,124,41,2
Lamphun,Muang Lamphun,Ban Klang,13104,343,108,62
Lamphun,Muang Lamphun,Ban Paen,6048,94,36,5
Lamphun,Muang Lamphun,Makhuea Chae,17583,430,188,129
Lamphun,Muang Lamphun,Mueang Chi,11632,185,56,61
Lamphun,Muang Lamphun,Mueang Nga,19517,252,78,51
Lamphun,Muang Lamphun,Nong Chang Khuen,4585,10,0,0
Lamphun,Muang Lamphun,Pa Sak,20685,251,136,73
Lamphun,Muang Lamphun,San Sai,40906,443,125,71
Lamphun,Muang Lamphun,Si Bua Ban,10330,125,56,8
Lamphun,Muang Lamphun,Ton Thong,13002,255,80,40
Lamphun,Muang Lamphun,Wiang Yong,8461,138,50,28
Lamphun,Pa Sang,Ban Ruean,4229,73,54,49
Lamphun,Pa Sang,Mae Raeng,8225,251,53,35
Lamphun,Pa Sang,Makok,7497,182,77,66
Lamphun,Pa Sang,Muang Noi,5914,86,23,38
Lamphun,Pa Sang,Nakhon Chedi,11909,172,91,86
Lamphun,Pa Sang,Nam Dip,14402,290,118,93
Lamphun,Pa Sang,Pa Sang,7150,81,56,17
Lamphun,Pa Sang,Pak Bong,2551,70,34,19
Lamphun,Pa Sang,Tha Tum,10337,195,100,62
Mae Hong Son,Pai,Mae Hi,3310,74,45,77
Mae Hong Son,Pai,Mae Na Toeng,10813,269,220,317
Mae Hong Son,Pai,Mueang Paeng,2768,65,35,106
Mae Hong Son,Pai,Pong Sa,4925,113,77,73
Mae Hong Son,Pai,Thung Yao,8641,144,102,165
Mae Hong Son,Pai,Wiang Nuea,6882,278,144,179
Mae Hong Son,Pai,Wiang Tai,12194,398,214,299
Mae Hong Son,Pang Ma Pha,Pang Mapha,3183,46,32,81
Mae Hong Son,Pang Ma Pha,Soppong,4033,88,83,175
Nan,Ban Luang,Ban Fa,4081,71,38,51
Nan,Ban Luang,Ban Phi,3480,100,75,119
Nan,Ban Luang,Pa Kha Luang,3653,236,150,145
Nan,Ban Luang,Suat,3758,60,61,82
Nan,K. Phu Pieng,NA,27890,0,0,0
Nan,Muang Nan,Bo,2969,10,8,15
Nan,Muang Nan,Chaiya Sathan,11066,451,254,318
Nan,Muang Nan,Du Tai,11578,170,120,109
Nan,Muang Nan,Kong Khwai,5768,151,54,47
Nan,Muang Nan,NA,18250,306,152,209
Nan,Muang Nan,Pha Sing,14623,115,90,86
Nan,Muang Nan,Saniang,11852,366,287,400
Nan,Muang Nan,Suak,8132,254,184,234
Nan,Muang Nan,Thuem Thong,4174,89,100,104
Nan,Song Kwae,Chon Daen,3683,68,43,51
Nan,Song Kwae,Na Rai Luang,3589,86,67,95
Nan,Song Kwae,Yot,3219,77,31,87
Nan,Tha Wang Pha,Pa Kha,2040,71,56,62
Nan,Tha Wang Pha,Pha To,2781,105,60,65
Nan,Tha Wang Pha,Saen Thong,1213,21,14,12
Nan,Tha Wang Pha,Si Phum,575,0,0,1
Nan,Tha Wang Pha,Tan Chum,687,3,7,6
Nan,Wiang Sa,Mae Khaning,3103,152,132,256
Nan,Wiang Sa,NA,2245,75,57,92
Nan,Wiang Sa,Na Lueang,931,0,0,0
Nan,Wiang Sa,Nam Pua,391,5,3,1
Nan,Wiang Sa,Yap Hua Na,1142,43,31,29
Phayao,Chiang Kham,Ang Thong,6433,208,132,101
Phayao,Chiang Kham,Chadi Kham,4939,120,71,70
Phayao,Chiang Kham,Chiang Ban,7044,183,89,48
Phayao,Chiang Kham,Fai Kwang,10411,210,116,94
Phayao,Chiang Kham,Mae Lao,7885,279,131,131
Phayao,Chiang Kham,Nam Waen,8766,226,99,117
Phayao,Chiang Kham,Rom Yen,9939,258,161,188
Phayao,Chiang Kham,Wiang,4236,123,59,64
Phayao,Chiang Kham,Yuan,9556,257,132,131
Phayao,Chiang Muan,Ban Mang,5841,141,55,68
Phayao,Chiang Muan,Chiang Muan,6583,93,37,19
Phayao,Chiang Muan,Sa,6061,75,60,67
Phayao,Chun,Chun,13707,356,185,173
Phayao,Chun,Hong Hin,22375,503,282,271
Phayao,Chun,Lo,4082,113,46,47
Phayao,Chun,Thung Ruang Thong,7002,137,66,74
Phayao,Dok Kham Tai,NA,54481,1510,711,511
Phayao,K. Phu Kam Yao,NA,19547,452,235,247
Phayao,K. Phu Sang,NA,26734,884,462,520
Phayao,Mae Chai,Ban Lao,7741,248,81,39
Phayao,Mae Chai,Charoen Rat,3264,82,48,27
Phayao,Mae Chai,Mae Chai,2109,75,25,17
Phayao,Mae Chai,Mae Suk,2927,50,25,16
Phayao,Mae Chai,Pa Faek,4526,89,25,29
Phayao,Mae Chai,Si Thoi,7701,195,95,51
Phayao,Muang Phayao,Ban Mai,4494,35,22,9
Phayao,Muang Phayao,Ban Sang,4709,65,33,10
Phayao,Muang Phayao,Ban Tom,20188,584,297,182
Phayao,Muang Phayao,Ban Tun,4781,96,49,17
Phayao,Muang Phayao,Cham Pa Wai,9760,216,109,71
Phayao,Muang Phayao,Mae Ka,19512,378,210,160
Phayao,Muang Phayao,Mae Sai,7828,142,69,36
Phayao,Muang Phayao,NA,39159,765,348,212
Phayao,Muang Phayao,Tha Wang Thong,21248,504,244,182
Phayao,Pong,Khuan,11170,267,142,174
Phayao,Pong,Na Prang,7404,220,90,67
Phayao,Pong,Ngim,9411,225,121,99
Phayao,Pong,Oi,7823,182,61,96
Phayao,Pong,Pha Chang Noi,6466,163,135,260
Phayao,Pong,Pong,6498,162,75,59
Phrae,Song,Ban Nun/Thung Nao,1,0,0,0
Phrae,Song,Sa-iap,7598,97,42,28
Phrae,Song,Tao Pun,300,4,4,0
Mandalay,Meiktila,Pyawbwe,900,68,39,43
Mandalay,Meiktila,Thazi,2177,194,120,126
Mandalay,Yamethin,Yamethin,3933,291,207,296
Shan,Loilen,Ke-Hsi,2929,210,122,118
Shan,Loilen,Kunhing,9217,1249,776,936
Shan,Loilen,Lai-Hka,20526,1386,638,471
Shan,Loilen,Langkho,9639,1091,602,647
Shan,Loilen,Loi Lem,18052,1363,543,382
Shan,Loilen,Mawkmai,8210,466,190,178
Shan,Loilen,Mong Hsu,17,0,0,0
Shan,Loilen,Mong Kung,16853,1071,438,302
Shan,Loilen,Mong Nai,11434,1019,540,539
Shan,Loilen,Mong Pan,5272,531,352,434
Shan,Loilen,Namsang,27018,2676,1230,1018
Shan,Mongsat,Mong Ping,567,32,27,69
Shan,Mongsat,Mong Tung,70,4,12,9
Shan,Taunggye,Ho-Pong,11413,840,337,249
Shan,Taunggye,Hsi Hseng,18120,1515,640,484
Shan,Taunggye,Kalaw,61081,4519,1613,1003
Shan,Taunggye,Lawksawk,26423,1091,338,225
Shan,Taunggye,Pindaya,17080,1360,473,251
Shan,Taunggye,Pinlaung,16075,955,344,197
Shan,Taunggye,Taunggyi,93246,4722,1535,905
Shan,Taunggye,Yawunghwe,22870,1200,443,290
Shan,Taunggye,Ye-Ngan,24234,1403,670,454
Mandalay,Mandalay,Maymyo,5937,640,290,290
Shan,Kunlong,Ho-Pang,71,0,0,0
Shan,Kyaukme,Hsipaw,35427,3028,1512,1185
Shan,Kyaukme,Kyaukme,29511,2265,1210,977
Shan,Kyaukme,Mong Mit,947,69,27,29
Shan,Kyaukme,Namhsan,5016,320,201,256
Shan,Kyaukme,Namtu,16901,1079,472,392
Shan,Kyaukme,Nawnghkio,38367,3067,1559,1376
Shan,Lasho,Lashio,86371,6420,2591,1819
Shan,Lasho,Man Hpang,4082,212,119,161
Shan,Lasho,Mong Mao,3551,287,176,193
Shan,Lasho,Mong Yai,11773,810,453,447
Shan,Lasho,Nampan,781,49,34,30
Shan,Lasho,Pang-Yang,3815,300,197,260
Shan,Lasho,Pangwaum,30,3,4,3
Shan,Lasho,Tangyan,27023,1778,901,799
Shan,Loilen,Ke-Hsi,12533,906,452,413
Shan,Loilen,Mong Hsu,17256,1572,819,637
Shan,Loilen,Mong Kung,11141,750,448,416
Shan,Mongsat,Mong Ping,89,0,0,0
Shan,Taunggye,Lawksawk,3050,258,128,83
Kachin,Bhamo,Bhamo,23361,1263,670,600
Kachin,Bhamo,Mansi,21117,835,477,533
Kachin,Bhamo,Momauk,6228,225,150,167
Kachin,Bhamo,Shwegu,18237,978,556,719
Mandalay,Pyin-Oo-Lwin,Mogok,38497,2270,1214,1085
Mandalay,Pyin-Oo-Lwin,Singu,5003,204,76,64
Mandalay,Pyin-Oo-Lwin,Thabeikkyin,20444,793,354,335
Sagaing,Katha,Indaw,3,0,0,0
Sagaing,Katha,Katha,17199,950,543,553
Sagaing,Katha,Kawlin,2623,67,33,28
Sagaing,Katha,Pinlebu,326,2,3,2
Sagaing,Katha,Tigyaing,548,2,3,1
Sagaing,Katha,Wuntho,67,0,0,0
Sagaing,Shwebo,Kanbalu,23387,912,367,268
Sagaing,Shwebo,Khin-U,24623,1252,586,544
Sagaing,Shwebo,Kyunhla,2342,108,55,45
Sagaing,Shwebo,Shwebo,16741,1231,624,581
Sagaing,Shwebo,Tantabin,17889,682,309,208
Sagaing,Shwebo,Taze,2385,152,71,42
Sagaing,Shwebo,Ye-U,706,26,10,3
Shan,Kyaukme,Hsipaw,3,0,0,0
Shan,Kyaukme,Kyaukme,7665,331,209,216
Shan,Kyaukme,Mabein,5725,329,181,217
Shan,Kyaukme,Mong Mit,18387,948,621,676
Shan,Kyaukme,Namhsan,5297,241,103,138
Shan,Kyaukme,Namtu,17677,753,454,501
Shan,Lasho,Hsenwi,3584,223,144,191
Shan,Lasho,Lashio,54558,2295,1108,943
Shan,Muse,Kutkai,2885,187,105,117
Shan,Muse,Namhkan,25146,1014,470,417
Mandalay,Kyaukse,Kyaukse,57333,1068,373,296
Mandalay,Kyaukse,Myitha,58227,1111,359,287
Mandalay,Kyaukse,Singaing,40778,483,185,100
Mandalay,Kyaukse,Tada-U,39012,1660,661,433
Mandalay,Mandalay,Amarapura,137526,3187,899,583
Mandalay,Mandalay,Mandalay,135306,2688,864,538
Mandalay,Mandalay,Maymyo,69933,3630,1557,1184
Mandalay,Mandalay,Patheingyi,55500,1045,298,192
Mandalay,Meiktila,Wudwin,54293,1650,560,352
Mandalay,Myingyan,Natogyi,15416,778,303,193
Mandalay,Pyin-Oo-Lwin,Madaya,47080,1011,513,405
Mandalay,Pyin-Oo-Lwin,Singu,16065,319,98,77
Sagaing,Monywa,Ayadaw,484,31,7,15
Sagaing,Sagaing,Myinmu,1253,79,42,53
Sagaing,Sagaing,Ngazun,16503,737,325,239
Sagaing,Sagaing,Sagaing,82866,2864,1042,583
Sagaing,Shwebo,Shwebo,27264,1790,777,535
Sagaing,Shwebo,Wetlet,43022,2050,918,661
Shan,Kyaukme,Hsipaw,37041,2045,1035,1028
Shan,Kyaukme,Kyaukme,25054,1534,756,714
Shan,Kyaukme,Namhsan,10,1,0,3
Shan,Kyaukme,Namtu,2581,113,66,78
Shan,Kyaukme,Nawnghkio,56517,2704,1374,1152
Shan,Lasho,Lashio,25597,2354,1071,958
Shan,Lasho,Mong Yai,10622,637,382,365
Shan,Lasho,Tangyan,1,0,0,0
Shan,Loilen,Ke-Hsi,12324,657,425,421
Shan,Loilen,Lai-Hka,3071,94,53,59
Shan,Loilen,Mong Hsu,36,0,0,0
Shan,Loilen,Mong Kung,21995,974,528,547
Shan,Taunggye,Lawksawk,22131,1305,642,456
Shan,Taunggye,Ye-Ngan,13616,467,159,135
Kayah,Loikaw,Dimawhso,417,12,5,3
Kayah,Loikaw,Loi-Kaw,9624,393,156,106
Mandalay,Meiktila,Meiktila,6140,18,6,0
Mandalay,Meiktila,Pyawbwe,43455,956,327,250
Mandalay,Meiktila,Thazi,31731,1485,787,712
Mandalay,Meiktila,Wudwin,22984,2173,996,623
Mandalay,Yamethin,Lewe,23090,475,205,129
Mandalay,Yamethin,Pyinmana,101788,3273,1422,1047
Mandalay,Yamethin,Tatkon,54030,1260,435,298
Mandalay,Yamethin,Yamethin,45138,510,210,155
Naypyitaw,Naypyitaw,Pyinmana,2184,28,3,1
Shan,Loilen,Ke-Hsi,1727,154,63,77
Shan,Loilen,Kunhing,833,36,28,31
Shan,Loilen,Lai-Hka,18561,602,295,286
Shan,Loilen,Langkho,10899,690,409,574
Shan,Loilen,Loi Lem,18081,1128,597,534
Shan,Loilen,Mawkmai,8394,341,174,178
Shan,Loilen,Mong Kung,6933,214,139,93
Shan,Loilen,Mong Nai,12331,514,309,370
Shan,Loilen,Mong Pan,4796,517,350,464
Shan,Loilen,Namsang,28049,1845,1039,1009
Shan,Taunggye,Ho-Pong,11885,532,223,199
Shan,Taunggye,Hsi Hseng,23013,1068,473,351
Shan,Taunggye,Kalaw,63163,2934,1167,952
Shan,Taunggye,Lawksawk,6765,199,61,34
Shan,Taunggye,Pekhon,19159,648,208,109
Shan,Taunggye,Pindaya,18230,569,235,130
Shan,Taunggye,Pinlaung,41628,2154,1004,679
Shan,Taunggye,Taunggyi,94793,3662,1343,806
Shan,Taunggye,Yawunghwe,26790,1039,470,321
Shan,Taunggye,Ye-Ngan,14105,662,340,359
