NAME_1,NAME_2,NAME_3,very low,low,medium,high
Phra Nakhon Si Ayutthaya,Nakhon Luang,Nong Pling,2242,16,7,2
Phra Nakhon Si Ayutthaya,Nakhon Luang,Pak Chan,2344,48,14,13
Phra Nakhon Si Ayutthaya,Nakhon Luang,Phra Non,3495,69,25,36
Phra Nakhon Si Ayutthaya,Nakhon Luang,Sam Thai,1720,9,7,4
Phra Nakhon Si Ayutthaya,Nakhon Luang,Tha Chang,2957,94,31,12
Phra Nakhon Si Ayutthaya,Phachi,Don Ya Nang,4733,21,6,8
Phra Nakhon Si Ayutthaya,Phachi,Khok Muang,5510,64,25,25
Phra Nakhon Si Ayutthaya,Phachi,Krachio,2529,21,8,11
Phra Nakhon Si Ayutthaya,Phachi,Nong Nam Sai,2909,25,13,20
Phra Nakhon Si Ayutthaya,Phachi,Phachi,4593,36,26,30
Phra Nakhon Si Ayutthaya,Phachi,Phai Lom,5176,44,8,8
Phra Nakhon Si Ayutthaya,Phachi,Phra Kaeo,1990,4,3,0
Phra Nakhon Si Ayutthaya,Phachi,Rasom,4052,107,37,43
Phra Nakhon Si Ayutthaya,Phak Hai,Ban Kae,1915,5,0,0
Phra Nakhon Si Ayutthaya,Phak Hai,Ban Yai,1327,16,0,0
Phra Nakhon Si Ayutthaya,Phak Hai,Don Lan,6258,57,12,11
Phra Nakhon Si Ayutthaya,Phak Hai,Khok Chang,2413,24,14,7
Phra Nakhon Si Ayutthaya,Phak Hai,Kudi,1695,29,14,3
Phra Nakhon Si Ayutthaya,Phak Hai,Lam Takhian,826,18,6,7
Phra Nakhon Si Ayutthaya,Phak Hai,Lat Chit,1988,8,1,0
Phra Nakhon Si Ayutthaya,Phak Hai,Lat Nam Khem,891,2,0,0
Phra Nakhon Si Ayutthaya,Phak Hai,Na Khok,1643,19,10,9
Phra Nakhon Si Ayutthaya,Phak Hai,Na Khu,1561,20,8,5
Phra Nakhon Si Ayutthaya,Phak Hai,Nong Nam Yai,4711,43,25,24
Phra Nakhon Si Ayutthaya,Phak Hai,Phak Hai,2705,55,20,17
Phra Nakhon Si Ayutthaya,Phak Hai,Tha Din Daeng,1309,17,1,0
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Ban Ko,5024,13,3,4
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Ban Mai,5962,86,49,29
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Ban Pom,8759,110,43,14
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Ban Run,1420,26,9,20
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Hantra,8269,55,11,10
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Khlong Sa Bua,4229,6,0,0
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Khlong Suan Phlu,10240,80,14,17
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Khlong Takhian,2875,18,4,3
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Ko Rian,3110,22,0,2
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Lumphli,30165,256,97,69
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Pak Kran,3530,14,4,9
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Phukhao Thong,3363,60,4,17
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Samphao Lom,3325,22,5,0
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Suan Phrik,3807,58,32,22
Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,Wat Tum,2436,22,1,0
Phra Nakhon Si Ayutthaya,Sena,Ban Krathum,1675,20,0,1
Phra Nakhon Si Ayutthaya,Sena,Ban Luang,1637,24,8,1
Phra Nakhon Si Ayutthaya,Sena,Ban Phaen,2060,26,4,3
Phra Nakhon Si Ayutthaya,Sena,Ban Pho,3009,54,11,11
Phra Nakhon Si Ayutthaya,Sena,Ban Thaeo,3054,44,29,14
Phra Nakhon Si Ayutthaya,Sena,Bang Nom Kho,5150,42,16,18
Phra Nakhon Si Ayutthaya,Sena,Chai Na,3391,24,10,5
Phra Nakhon Si Ayutthaya,Sena,Don Thong,2027,46,25,32
Phra Nakhon Si Ayutthaya,Sena,Hua Wiang,6313,84,30,27
Phra Nakhon Si Ayutthaya,Sena,Lat Nga,2341,57,20,18
Phra Nakhon Si Ayutthaya,Sena,Manwichai,1542,1,0,0
Phra Nakhon Si Ayutthaya,Sena,Rang Chorakhe,1597,48,18,5
Phra Nakhon Si Ayutthaya,Sena,Sam Ko,4980,65,26,34
Phra Nakhon Si Ayutthaya,Sena,Sam Tum,2911,66,23,22
Phra Nakhon Si Ayutthaya,Tha Rua,Ban Rom,4982,94,51,37
Phra Nakhon Si Ayutthaya,Tha Rua,Champa,6345,91,27,25
Phra Nakhon Si Ayutthaya,Tha Rua,NA,2730,43,22,25
Phra Nakhon Si Ayutthaya,Tha Rua,Nong Khanak,5499,53,14,17
Phra Nakhon Si Ayutthaya,Tha Rua,Pak Tha,1333,1,1,0
Phra Nakhon Si Ayutthaya,Tha Rua,Pho En,2305,79,8,2
Phra Nakhon Si Ayutthaya,Tha Rua,Sala Loi,2969,21,13,1
Phra Nakhon Si Ayutthaya,Tha Rua,Tha Chao Sanuk,4053,79,41,45
Phra Nakhon Si Ayutthaya,Tha Rua,Tha Luang,5184,72,24,31
Phra Nakhon Si Ayutthaya,Tha Rua,Wang Daeng,3302,45,19,9
Phra Nakhon Si Ayutthaya,Uthai,Ban Chang,4099,67,26,10
Phra Nakhon Si Ayutthaya,Uthai,Ban Hip,2719,39,18,19
Phra Nakhon Si Ayutthaya,Uthai,Khan Ham,11283,120,74,38
Phra Nakhon Si Ayutthaya,Uthai,Khao Mao,5402,62,8,2
Phra Nakhon Si Ayutthaya,Uthai,Nong Mai Sung,3127,37,27,3
Phra Nakhon Si Ayutthaya,Uthai,Nong Nam Som,3080,10,4,5
Phra Nakhon Si Ayutthaya,Uthai,Pho Sao Han,4332,69,29,33
Phra Nakhon Si Ayutthaya,Uthai,Sam Bandit,3876,54,13,14
Phra Nakhon Si Ayutthaya,Uthai,Sena,4022,49,7,14
Phra Nakhon Si Ayutthaya,Uthai,Thanu,2914,30,11,9
Phra Nakhon Si Ayutthaya,Uthai,Uthai,8219,90,31,28
Phra Nakhon Si Ayutthaya,Wang Noi,Bo Ta Lo,6912,122,17,23
Phra Nakhon Si Ayutthaya,Wang Noi,Chamaep,5451,74,36,16
Phra Nakhon Si Ayutthaya,Wang Noi,Han Taphao,2531,35,3,2
Phra Nakhon Si Ayutthaya,Wang Noi,Khao Ngam,1732,16,14,12
Phra Nakhon Si Ayutthaya,Wang Noi,Lam Sai,29332,417,165,139
Phra Nakhon Si Ayutthaya,Wang Noi,Phayom,9375,91,33,27
Phra Nakhon Si Ayutthaya,Wang Noi,Wang Chula,4029,72,24,21
Phra Nakhon Si Ayutthaya,Wang Noi,Wang Noi,4176,80,14,18
Prachin Buri,Muang Prachin Buri,NA,44963,433,233,214
Prachin Buri,Na Di,NA,9,0,0,0
Prachin Buri,Prachantakham,Bu Fai,3572,76,15,42
Prachin Buri,Prachantakham,Kham Tanot,630,3,0,2
Prachin Buri,Prachantakham,Nong Kaeo,2141,11,10,11
Prachin Buri,Prachantakham,Pho Ngam,5834,59,37,20
Ratchaburi,Ban Pong,Boek Phrai,10927,176,55,57
Ratchaburi,Ban Pong,Khao Khlung,13817,183,70,60
Ratchaburi,Ban Pong,Khung Phayom,1518,20,16,5
Ratchaburi,Ban Pong,Krap Yai,11137,171,58,64
Ratchaburi,Ban Pong,Lat Bua Khao,4810,80,19,20
Ratchaburi,Ban Pong,Nakhon Chum,15843,309,131,110
Ratchaburi,Ban Pong,Nong Kop,4152,46,22,26
Ratchaburi,Ban Pong,Nong Pla Mo,5202,157,60,75
Ratchaburi,Ban Pong,Pak Raet,19686,258,95,74
Ratchaburi,Ban Pong,Suan Kluai,1527,9,5,0
Ratchaburi,Chom Bung,Kaem On,5439,37,15,34
Ratchaburi,Photharam,Khao Cha-ngum,2321,39,19,28
Ratchaburi,Photharam,Tao Pun,548,14,6,2
Saraburi,Ban Mo,Ban Mo,6116,87,37,19
Saraburi,Ban Mo,Bang Khamot,6848,52,26,23
Saraburi,Ban Mo,Horathep,2039,29,5,3
Saraburi,Ban Mo,Khok Yai,1654,9,3,2
Saraburi,Ban Mo,Nong Bua,5114,57,26,37
Saraburi,Ban Mo,Sang Sok,4404,66,13,24
Saraburi,Ban Mo,Talat Noi,15065,222,82,83
Saraburi,Chalermphrakiet,NA,35754,537,245,240
Saraburi,Don Phut,Ban Luang,6106,34,10,4
Saraburi,Don Phut,Phai Lio,1337,2,0,0
Saraburi,Kaeng Khoi,Ban Pa,9483,199,122,90
Saraburi,Kaeng Khoi,Cha - om,11383,104,55,44
Saraburi,Kaeng Khoi,Cham Phak Phaeo,6596,104,47,56
Saraburi,Kaeng Khoi,Huai Haeng,7072,45,35,23
Saraburi,Kaeng Khoi,NA,30830,458,245,246
Saraburi,Kaeng Khoi,Song Khon,8662,45,27,24
Saraburi,Kaeng Khoi,Tan Diao,14894,292,113,95
Saraburi,Kaeng Khoi,Tao Pun,1982,41,15,18
Saraburi,Kaeng Khoi,Tha Khlo,6989,46,37,41
Saraburi,Kaeng Khoi,Tha Maprang,4699,26,13,20
Saraburi,Kaeng Khoi,Tha Tum,4111,46,36,20
Saraburi,Muak Lek,Lam Phaya Klang,24888,379,217,206
Saraburi,Muak Lek,Lam Somphung,6306,52,39,26
Saraburi,Muak Lek,Mittraphap,15989,214,114,78
Saraburi,Muak Lek,Muak Lek,27764,254,133,117
Saraburi,Muak Lek,Sap Sanun,7509,110,65,68
Saraburi,Muang Saraburi,Dao Rueang,5584,106,39,30
Saraburi,Muang Saraburi,Khok Sawang,33979,435,138,53
Saraburi,Muang Saraburi,Kut Nok Plao,6246,77,32,12
Saraburi,Muang Saraburi,Na Chong,2791,21,11,0
Saraburi,Muang Saraburi,Nong No,5062,47,24,20
Saraburi,Muang Saraburi,Nong Pla Lai,7855,88,50,31
Saraburi,Muang Saraburi,Nong Yao,8025,61,27,33
Saraburi,Muang Saraburi,Pak Khao San,3488,58,16,5
Saraburi,Muang Saraburi,Takut,5659,141,69,46
Saraburi,Muang Saraburi,Taling Chan,3444,48,26,45
Saraburi,Nong Don,Ban Klap,3417,47,5,3
Saraburi,Nong Don,Ban Prong,1520,11,1,0
Saraburi,Nong Don,Don Thong,5353,27,10,0
Saraburi,Nong Don,Nong Don,7492,116,66,50
Saraburi,Nong Khae,Bua Loi,13860,169,69,93
Saraburi,Nong Khae,Huai Khamin,8254,123,45,61
Saraburi,Nong Khae,Huai Sai,7206,70,32,20
Saraburi,Nong Khae,Khok Tum,2694,6,5,2
Saraburi,Nong Khae,Khok Yae,9588,134,51,22
Saraburi,Nong Khae,Khotchasit,4791,42,35,34
Saraburi,Nong Khae,Kum Hak,4732,61,12,20
Saraburi,Nong Khae,Nong Chik,2777,36,8,2
Saraburi,Nong Khae,Nong Chorakhe,3908,45,17,21
Saraburi,Nong Khae,Nong Khaem,2154,23,18,14
Saraburi,Nong Khae,Nong Khai Nam,4875,80,40,63
Saraburi,Nong Khae,Nong Nak,4641,46,27,13
Saraburi,Nong Khae,Nong Pla Mo,7465,105,32,13
Saraburi,Nong Khae,Nong Pling,6431,75,52,52
Saraburi,Nong Khae,Phai Tam,3931,73,60,13
Saraburi,Nong Khae,Phon Thong,1861,12,3,7
Saraburi,Nong Saeng,Kai Sao,2549,24,9,2
Saraburi,Nong Saeng,Khao Din,1678,4,3,6
Saraburi,Nong Saeng,Khok Sa-at,2445,10,7,16
Saraburi,Nong Saeng,Muang Wan,1925,13,13,0
Saraburi,Nong Saeng,Nong Hua Pho,2180,15,1,2
Saraburi,Nong Saeng,Nong Khwai So,1746,40,10,2
Saraburi,Nong Saeng,Nong Kop,2232,15,0,0
Saraburi,Nong Saeng,Nong Saeng,2324,18,11,17
Saraburi,Nong Saeng,Nong Sida,914,13,15,13
Saraburi,Phra Phutthabat,Huai Pa Wai,6394,78,54,24
Saraburi,Phra Phutthabat,Khao Wong,5912,70,53,41
Saraburi,Phra Phutthabat,NA,14568,148,60,43
Saraburi,Phra Phutthabat,Na Yao,8231,48,33,20
Saraburi,Phra Phutthabat,Nong Kae,5576,21,7,14
Saraburi,Phra Phutthabat,Phu Kham Chan,6181,90,32,22
Saraburi,Phra Phutthabat,Phu Krang,6701,48,38,39
Saraburi,Phra Phutthabat,Than Kasem,9549,97,44,31
Saraburi,Sao Hai,Ban Yang,4270,77,15,25
Saraburi,Sao Hai,Hua Pluak,4423,39,22,26
Saraburi,Sao Hai,Muang Ngam,2280,36,9,10
Saraburi,Sao Hai,Mueang Kao,3317,47,20,25
Saraburi,Sao Hai,Ngio Ngam,1254,11,2,2
Saraburi,Sao Hai,Phraya Thot,1990,19,2,1
Saraburi,Sao Hai,Roeng Rang,2190,34,18,5
Saraburi,Sao Hai,Sala Ri Thai,1558,8,3,0
Saraburi,Sao Hai,Sao Hai,3110,15,8,6
Saraburi,Sao Hai,Suan Dok Mai,5177,38,3,8
Saraburi,Sao Hai,Tha Chang,3176,36,10,8
Saraburi,Sao Hai,Ton Tan,1614,14,1,3
Saraburi,Wang Muang,Kham Phran,6804,101,40,37
Saraburi,Wang Muang,Salaeng Phan,5638,36,22,23
Saraburi,Wang Muang,Wang Muang,8593,181,89,66
Saraburi,Wihan Daeng,Ban Lam,7954,83,35,26
Saraburi,Wihan Daeng,Charoen Tham,7006,68,29,43
Saraburi,Wihan Daeng,Khlong Ruea,7221,82,26,27
Saraburi,Wihan Daeng,Nong Mu,8455,88,34,26
Saraburi,Wihan Daeng,Nong Suang,7182,137,64,31
Saraburi,Wihan Daeng,Wihan Daeng,6761,66,27,47
Sing Buri,Bang Rachan,Ban Cha,3647,65,21,17
Sing Buri,Bang Rachan,Choeng Klat,5276,72,28,13
Sing Buri,Bang Rachan,Mae La,2224,24,11,8
Sing Buri,Bang Rachan,Mai Tat,6910,91,42,23
Sing Buri,Bang Rachan,Phak Than,4122,38,18,16
Sing Buri,Bang Rachan,Pho Chon Kai,3857,28,8,3
Sing Buri,Bang Rachan,Sa Chaeng,3796,37,28,27
Sing Buri,Bang Rachan,Sing,4542,73,39,31
Sing Buri,In Buri,Chi Nam Rai,4582,7,0,0
Sing Buri,In Buri,Huai Chan,5000,41,19,21
Sing Buri,In Buri,In Buri,7279,65,39,43
Sing Buri,In Buri,Nam Tan,3752,14,5,0
Sing Buri,In Buri,Ngio Rai,6043,67,28,20
Sing Buri,In Buri,Pho Chai,1133,1,0,0
Sing Buri,In Buri,Prasuk,6119,59,9,2
Sing Buri,In Buri,Tha Ngam,5769,80,7,17
Sing Buri,In Buri,Thap Ya,5970,146,60,23
Sing Buri,In Buri,Thong En,7804,87,42,28
Sing Buri,Khai Bang Rachan,Kho Sai,9986,99,44,41
Sing Buri,Khai Bang Rachan,Nong Krathum,2262,54,26,26
Sing Buri,Khai Bang Rachan,Pho Sangkho,8232,51,19,5
Sing Buri,Khai Bang Rachan,Pho Thale,4469,84,27,4
Sing Buri,Khai Bang Rachan,Tha Kham,2860,6,6,0
Sing Buri,Muang Sing Buri,Bang Krabue,8513,115,34,21
Sing Buri,Muang Sing Buri,Bang Man,7267,66,34,35
Sing Buri,Muang Sing Buri,Chaksi,3122,51,23,17
Sing Buri,Muang Sing Buri,Hua Phai,3521,83,22,19
Sing Buri,Muang Sing Buri,NA,14228,160,64,47
Sing Buri,Muang Sing Buri,Phok Ruam,4382,54,11,18
Sing Buri,Muang Sing Buri,Ton Pho,5897,69,23,25
Sing Buri,Phrom Buri,Ban Mo,4816,55,20,23
Sing Buri,Phrom Buri,Ban Paeng,1967,22,13,4
Sing Buri,Phrom Buri,Hua Pa,4976,70,15,28
Sing Buri,Phrom Buri,Phra Ngam,6544,33,17,8
Sing Buri,Phrom Buri,Rong Chang,3412,26,3,1
Sing Buri,Tha Chang,NA,8514,38,20,8
Sing Buri,Tha Chang,Pho Prachak,3611,6,0,0
Sing Buri,Tha Chang,Wihan Khao,1729,12,8,1
Suphan Buri,Bang Pla Ma,Ban Laem,6122,75,28,23
Suphan Buri,Bang Pla Ma,Bang Pla Ma,7975,42,24,36
Suphan Buri,Bang Pla Ma,Bang Yai,2959,37,9,12
Suphan Buri,Bang Pla Ma,Chorakhe Yai,3331,52,15,4
Suphan Buri,Bang Pla Ma,Khok Khram,7495,67,11,16
Suphan Buri,Bang Pla Ma,Kritsana,3076,39,21,33
Suphan Buri,Bang Pla Ma,Makham Lom,4027,41,12,1
Suphan Buri,Bang Pla Ma,Ongkharak,4307,75,41,35
Suphan Buri,Bang Pla Ma,Phai Kong Din,4406,64,10,4
Suphan Buri,Bang Pla Ma,Sali,5030,70,35,19
Suphan Buri,Bang Pla Ma,Takha,3396,87,18,21
Suphan Buri,Bang Pla Ma,Wang Nam Yen,8148,87,18,38
Suphan Buri,Bang Pla Ma,Wat Bot,4859,96,22,25
Suphan Buri,Bang Pla Ma,Wat Dao,4055,55,15,13
Suphan Buri,Dan Chang,Dan Chang,20369,181,84,59
Suphan Buri,Dan Chang,Huai Khamin,7638,120,49,27
Suphan Buri,Dan Chang,Nong Makha Mong,17114,179,74,52
Suphan Buri,Dan Chang,Ong Phra,11330,149,113,186
Suphan Buri,Dan Chang,Wang Khan,6299,103,66,68
Suphan Buri,Doembang Nangbua,Bo Kru,7150,176,55,49
Suphan Buri,Doembang Nangbua,Doem Bang,8466,74,34,37
Suphan Buri,Doembang Nangbua,Hua Khao,7199,60,36,11
Suphan Buri,Doembang Nangbua,Hua Na,3985,16,1,4
Suphan Buri,Doembang Nangbua,Khao Din,5842,30,8,13
Suphan Buri,Doembang Nangbua,Khao Phra,9115,76,29,17
Suphan Buri,Doembang Nangbua,Khok Chang,4440,76,20,30
Suphan Buri,Doembang Nangbua,Nang Buat,7420,78,32,31
Suphan Buri,Doembang Nangbua,Pa Sakae,1977,15,9,6
Suphan Buri,Doembang Nangbua,Pak Nam,4223,20,23,24
Suphan Buri,Doembang Nangbua,Thung Khli,5494,59,21,20
Suphan Buri,Doembang Nangbua,Wang Si Rat,507,1,0,0
Suphan Buri,Doembang Nangbua,Yang Non,3398,29,7,11
Suphan Buri,Don Chedi,Don Chedi,13268,115,34,23
Suphan Buri,Don Chedi,Nong Salai,7374,47,23,6
Suphan Buri,Don Chedi,Rai Rot,7186,72,38,30
Suphan Buri,Don Chedi,Sa Krachom,8911,77,41,24
Suphan Buri,Don Chedi,Thale Bok,8271,63,25,20
Suphan Buri,Muang Suphanburi,Ban Pho,14236,136,75,67
Suphan Buri,Muang Suphanburi,Bang Kung,2486,26,6,5
Suphan Buri,Muang Suphanburi,Don Kamyan,4977,92,19,39
Suphan Buri,Muang Suphanburi,Don Masang,4295,52,14,27
Suphan Buri,Muang Suphanburi,Don Pho Thong,7903,159,15,30
Suphan Buri,Muang Suphanburi,Don Tan,2840,29,9,20
Suphan Buri,Muang Suphanburi,Khok Kho Thao,2975,40,34,7
Suphan Buri,Muang Suphanburi,Phai Khwang,8835,59,29,17
Suphan Buri,Muang Suphanburi,Phihan Daeng,3955,32,8,4
Suphan Buri,Muang Suphanburi,Pho Phraya,36439,319,83,87
Suphan Buri,Muang Suphanburi,Sala Khao,9185,128,53,31
Suphan Buri,Muang Suphanburi,Sanam Chai,20346,148,28,25
Suphan Buri,Muang Suphanburi,Sanam Khli,7405,71,28,24
Suphan Buri,Muang Suphanburi,Suan Taeng,8136,91,31,24
Suphan Buri,Muang Suphanburi,Taling Chan,9106,76,17,24
Suphan Buri,Muang Suphanburi,Tha Rahat,6278,52,6,4
Suphan Buri,Muang Suphanburi,Thap Ti Lek,4581,45,10,6
Suphan Buri,Nong Ya Sai,Chaeng Ngam,14541,128,59,37
Suphan Buri,Nong Ya Sai,Nong Pho,5814,194,84,69
Suphan Buri,Nong Ya Sai,Nong Rathawat,5671,37,20,19
Suphan Buri,Nong Ya Sai,Nong Ya Sai,17230,162,85,76
Suphan Buri,Sam Chuk,Ban Sa,6885,55,13,27
Suphan Buri,Sam Chuk,Krasiao,3860,42,21,8
Suphan Buri,Sam Chuk,Nong Phak Nak,7315,42,7,12
Suphan Buri,Sam Chuk,Nong Sadao,5222,65,34,42
Suphan Buri,Sam Chuk,Sam Chuk,10277,68,24,22
Suphan Buri,Sam Chuk,Wang Luek,11093,117,33,53
Suphan Buri,Sam Chuk,Yan Yao,8251,32,11,6
Suphan Buri,Si Prachan,Ban Krang,8156,48,13,2
Suphan Buri,Si Prachan,Bang Ngam,2904,20,16,24
Suphan Buri,Si Prachan,Don Pru,7958,66,27,19
Suphan Buri,Si Prachan,Mot Daeng,5089,39,14,13
Suphan Buri,Si Prachan,Plai Na,6656,66,48,14
Suphan Buri,Si Prachan,Si Prachan,6364,71,43,26
Suphan Buri,Si Prachan,Wang Nam Sap,7486,70,41,32
Suphan Buri,Si Prachan,Wang Wa,5756,31,21,30
Suphan Buri,Si Prachan,Wang Yang,4427,45,19,16
Suphan Buri,Song Phi Nong,Ban Chang,3232,62,13,7
Suphan Buri,Song Phi Nong,Ban Kum,2810,25,12,5
Suphan Buri,Song Phi Nong,Bang Phlap,3664,28,12,2
Suphan Buri,Song Phi Nong,Bang Ta Then,8886,66,36,31
Suphan Buri,Song Phi Nong,Bang Takian,20120,215,87,67
Suphan Buri,Song Phi Nong,Bo Suphan,14834,291,149,72
Suphan Buri,Song Phi Nong,Don Manao,5090,49,29,22
Suphan Buri,Song Phi Nong,Hua Pho,8156,112,26,25
Suphan Buri,Song Phi Nong,Noen Phra Phrang,6917,41,4,0
Suphan Buri,Song Phi Nong,Nong Bo,5598,42,20,40
Suphan Buri,Song Phi Nong,Si Samran,10063,138,48,64
Suphan Buri,Song Phi Nong,Thung Khok,11984,156,75,67
Suphan Buri,Song Phi Nong,Ton Tan,6086,116,58,50
Suphan Buri,U Thong,Ban Don,6465,141,46,42
Suphan Buri,U Thong,Chedi,3080,76,33,25
Suphan Buri,U Thong,Chorakhe Sam Phan,12803,200,92,89
Suphan Buri,U Thong,Don Kha,12221,144,65,34
Suphan Buri,U Thong,Don Makluea,3860,66,20,31
Suphan Buri,U Thong,Nong Ong,7802,59,27,22
Suphan Buri,U Thong,Phlapphla Chai,12948,127,42,23
Suphan Buri,U Thong,Sa Phang Lan,4365,54,21,19
Suphan Buri,U Thong,Sa Yai Som,18780,246,125,81
Suphan Buri,U Thong,U Thong,19829,213,96,83
Suphan Buri,U Thong,Yung Thalai,4153,64,43,23
Uthai Thani,Ban Rai,Ban Bueng,2954,67,22,11
Uthai Thani,Ban Rai,Ban Mai Khlong Khian,3467,32,15,10
Uthai Thani,Ban Rai,Ban Rai,8757,166,98,73
Uthai Thani,Ban Rai,Hu Chang,6478,54,28,26
Uthai Thani,Ban Rai,Huai Haeng,7875,124,78,65
Uthai Thani,Ban Rai,Kaen Makrut,1970,6,9,21
Uthai Thani,Ban Rai,Khok Khwai,9667,71,35,35
Uthai Thani,Ban Rai,Muang Karung,7238,47,18,33
Uthai Thani,Ban Rai,Nong Chok,9638,103,54,49
Uthai Thani,Ban Rai,Thap Luang,9453,131,76,80
Uthai Thani,Ban Rai,Wang Hin,2854,33,11,3
Uthai Thani,Huai Khot,Huai Khot,4854,55,29,52
Uthai Thani,Huai Khot,Suk Ruethai,4569,46,28,29
Uthai Thani,Huai Khot,Thong Lang,478,0,0,0
Uthai Thani,Lan Sak,Rabam,4,0,0,0
Uthai Thani,Muang Uthai Thani,Don Khwang,495,19,12,6
Uthai Thani,Muang Uthai Thani,Hat Thanong,1871,19,14,9
Uthai Thani,Muang Uthai Thani,Ko Thepho,2084,3,1,1
Uthai Thani,Muang Uthai Thani,Nam Suem,5939,28,11,11
Uthai Thani,Muang Uthai Thani,Non Lek,13146,151,47,30
Uthai Thani,Muang Uthai Thani,Nong Kae,151,6,0,0
Uthai Thani,Muang Uthai Thani,Nong Phang Kha,372,7,1,0
Uthai Thani,Muang Uthai Thani,Sakae Krang,4062,40,20,24
Uthai Thani,Nong Chang,Khao Bang Kreak,4905,101,46,54
Uthai Thani,Nong Chang,Nong Chang,117,0,0,0
Uthai Thani,Nong Chang,Nong Nang Nuan,2911,26,8,6
Uthai Thani,Nong Chang,Nong Suang,227,0,0,0
Uthai Thani,Nong Chang,Nong Yang,5436,47,9,20
Uthai Thani,Nong Chang,Thung Pho,1227,1,1,0
Uthai Thani,Nong Khayang,Don Kloi,178,0,0,0
Uthai Thani,Nong Khayang,Dong Khwang,2227,2,5,7
Uthai Thani,Nong Khayang,Huai Rop,73,0,0,0
Uthai Thani,Nong Khayang,Lum Khao,2543,33,4,7
Uthai Thani,Nong Khayang,Mok Thaeo,902,5,1,0
Uthai Thani,Nong Khayang,Nong Khayang,2928,7,6,1
Uthai Thani,Nong Khayang,Nong Phai,2386,11,1,0
Uthai Thani,Nong Khayang,Tha Pho,1911,23,0,0
Chiang Mai,Chai Prakarn,Mae Thalop,7969,154,60,29
Chiang Mai,Chai Prakarn,NA,38564,595,236,150
Chiang Mai,Chiang Dao,Chiang Dao,27126,263,106,65
Chiang Mai,Chiang Dao,Mae Na,12287,109,25,7
Chiang Mai,Chiang Dao,Mueang Khong,6755,120,87,135
Chiang Mai,Chiang Dao,Mueang Na,29279,123,29,17
Chiang Mai,Chiang Dao,Mueang Ngai,8743,84,12,8
Chiang Mai,Chiang Dao,Ping Khong,13850,129,68,46
Chiang Mai,Chiang Dao,Thung Khao Phuang,7100,121,31,12
Chiang Mai,Chom Thong,Ban Luang,18242,480,310,331
Chiang Mai,Chom Thong,Ban Pae,1646,32,21,30
Chiang Mai,Chom Thong,Doi Kaeo,7635,133,103,138
Chiang Mai,Chom Thong,Khuang Pao,17798,582,320,272
Chiang Mai,Chom Thong,Mae Soi,3207,142,114,111
Chiang Mai,Chom Thong,Sop Tia,16649,441,282,227
Chiang Mai,Doi Saket,Huai Sai,2842,89,40,26
Chiang Mai,Doi Saket,Luang Nuea,35539,1000,400,362
Chiang Mai,Doi Saket,Mae Hoi Ngoen,6057,171,58,54
Chiang Mai,Doi Saket,Mae Khu Pa,4444,156,54,41
Chiang Mai,Doi Saket,Mae Khue,6932,163,63,48
Chiang Mai,Doi Saket,Mae Pong,11226,229,78,82
Chiang Mai,Doi Saket,Pa Lan,5298,109,45,58
Chiang Mai,Doi Saket,Pa Pong,8489,182,103,40
Chiang Mai,Doi Saket,San Pu Loei,16555,375,145,90
Chiang Mai,Doi Saket,Talat Khwan,9556,212,66,42
Chiang Mai,Fang,Mae Ngon,23871,493,200,101
Chiang Mai,Fang,Mae Sun,30765,599,255,206
Chiang Mai,Fang,Mon Pin,21642,439,134,79
Chiang Mai,Fang,San Sai,11199,199,80,73
Chiang Mai,Fang,Wiang,18695,521,308,314
Chiang Mai,Hang Dong,Ban Pong,8952,158,89,63
Chiang Mai,Hang Dong,Ban Waen,12751,201,76,26
Chiang Mai,Hang Dong,Han Kaeo,6218,86,29,20
Chiang Mai,Hang Dong,Hang Dong,11758,260,105,71
Chiang Mai,Hang Dong,Khun Khong,6184,52,15,6
Chiang Mai,Hang Dong,NA,25269,550,186,91
Chiang Mai,Hang Dong,Nong Kaeo,6876,194,98,57
Chiang Mai,Hang Dong,Nong Khwai,17149,411,159,97
Chiang Mai,Hang Dong,San Phak Wan,16100,427,136,52
Chiang Mai,Hang Dong,Sop Mae Kha,5263,80,8,5
Chiang Mai,K. Doi Lo,Doi Lo,17348,384,222,157
Chiang Mai,K. Doi Lo,NA,22194,351,189,177
